idiom,freq
漫不加意,1
漫天塞地,1
漫天掩地,1
漫天蔽野,1
漫山塞野,1
漫山遍岭,1
漫衍鱼龙,1
潘安再世,1
潘文乐旨,1
潜休隐德,1
潜光匿曜,1
潜光隐德,1
潜形匿影,1
潜形谲迹,1
潜德秘行,1
潜心涤虑,1
潜心笃志,1
潜消默化,1
潜濡默化,1
潜濡默被,1
潜神嘿规,1
潜移嘿夺,1
潜移暗化,1
潜移默转,1
潜窃阳剽,1
潜精积思,1
潜蛟困凤,1
潜踪匿影,1
潜踪蹑迹,1
潜鳞戢羽,1
潢池盗弄,1
潦原浸天,1
潮鸣电掣,1
潸焉出涕,1
潸然出涕,1
澄心涤虑,1
澄思寂虑,1
澄沙汰砾,1
澄神离形,1
澜倒波随,1
澡垢索疵,1
澧兰沅芷,1
澹泊寡欲,1
激扬士气,1
激扬清浊,1
激薄停浇,1
激贪厉俗,1
激起义愤,1
濂洛关闽,1
濠上观鱼,1
濮上之音,1
灌夫骂坐,1
灞桥折柳,1
火上弄冰,1
火上弄冰凌,1
火妻灰子,1
火尽薪传,1
火山汤海,1
火性发作,1
火树琪花,1
火然泉达,1
火耕水种,1
火耕流种,1
火耨刀耕,1
火龙黼黻,1
灭景追风,1
灭私奉公,1
灭自己志气,1
灭虢取虞,1
灭门大祸,1
灭顶之祸,1
灰容土貌,1
灰心丧意,1
灰心槁形,1
灰烟瘴气,1
灰身粉骨,1
灰躯糜骨,1
灵心慧性,1
灵心慧齿,1
灵牙俐齿,1
灵蛇珠,1
灵钟东应,1
灸艾分痛,1
灾祸频仍,1
灿然可观,1
炊沙成饭,1
炊沙镂冰,1
炊琼爇桂,1
炊砂作饭,1
炊粱跨卫,1
炙肤皲足,1
炙鸡渍酒,1
炫巧斗妍,1
炫异争奇,1
炫昼缟夜,1
炳如观火,1
炳炳烺烺,1
炳烛夜游,1
点凡成圣,1
点指画字,1
点滴归公,1
点纸画字,1
点胸洗眼,1
点金作铁,1
点金无术,1
烁玉流金,1
烂如指掌,1
烂若披掌,1
烂若舒锦,1
烂额焦头,1
烈士徇名,1
烈士殉名,1
烈日秋霜,1
烈火轰雷,1
烛其奸,1
烛影斧声,1
烛照数计,1
烟断火绝,1
烟水云山,1
烟波万顷,1
烟火邻居,1
烟灭灰飞,1
烟聚波属,1
烟花风月,1
烟销灰灭,1
烟霏雨散,1
烟霏雾集,1
烟霏露结,1
烟飞星散,1
烦文缛礼,1
烦言啧,1
烧丹炼汞,1
热蒸现卖,1
热锅上蝼蚁,1
烹犬藏弓,1
烽鼓不息,1
焚巢捣穴,1
焚林竭泽,1
焚林而狩,1
焚林而畋,1
焚枯食淡,1
焚琴鬻鹤,1
焚薮而田,1
焦唇干舌,1
焦唇敝舌,1
焦心劳思,1
焦熬投石,1
焦眉皱眼,1
焦眉苦脸,1
焦金流石,1
焦金烁石,1
焮天铄地,1
然眉之急,1
然荻读书,1
煎水作冰,1
煎胶续弦,1
煎豆摘瓜,1
煦煦为仁,1
煦煦孑孑,1
煦色韶光,1
照人肝胆,1
照然若揭,1
煮粥焚须,1
煽风助火,1
熊据虎跱,1
熊经鸟引,1
熊经鸟曳,1
熊经鸱顾,1
熊罴入梦,1
熊韬豹略,1
熏天赫地,1
熏风习习,1
熔经铸史,1
熙往攘来,1
熙熙壤壤,1
熟读百遍,1
熟路轻车,1
熬姜呷醋,1
熬油费火,1
熬清受淡,1
熯天炽地,1
燃死灰,1
燃萁之敏,1
燃萁煎豆,1
燃萁煮豆,1
燋金烁石,1
燎如观火,1
燕俦莺侣,1
燕南赵北,1
燕妒莺惭,1
燕子楼空,1
燕子衔食,1
燕安鸩毒,1
燕岱之石,1
燕巢于幕,1
燕巢卫幕,1
燕巢危幕,1
燕巢幕上,1
燕幕自安,1
燕昭好马,1
燕昭市骏,1
燕歌赵舞,1
燕燕于归,1
燕燕莺莺,1
燕石妄珍,1
燕约莺期,1
燕翼诒谋,1
燕翼贻谋,1
燕舞莺歌,1
燕跃鹄踊,1
燕金募秀,1
燕雀之居,1
燕雀之见,1
燕雀岂知雕鹗志,1
燕颔虎须,1
燕颔虎颈,1
燕颔虬须,1
燕驾越毂,1
燕骏千金,1
燥荻枯柴,1
爆竹一声除旧,1
爆跳如雷,1
爨桂炊玉,1
爪牙威,1
爬上高枝儿,1
爬梳洗剔,1
爬耳搔腮,1
爱之必以其道,1
爱之若宝,1
爱亲做亲,1
爱人好士,1
爱则加诸膝,1
爱博而情不专,1
爱屋及鸟,1
爱憎无常,1
爱才若命,1
爱日惜力,1
爱毛反裘,1
爱生恶死,1
爱礼存羊,1
爱素好古,1
爱莫之助,1
爱莫助之,1
爱非其道,1
爱鹤失众,1
父严子孝,1
父代母职,1
父子天性,1
父析子荷,1
父母之国,1
父母遗体,1
爷羹娘饭,1
爽心豁目,1
片光零羽,1
片接寸附,1
片文只事,1
片楮只字,1
片言居要,1
片词只句,1
片语只字,1
片长末技,1
片面之言,1
片鳞残甲,1
版版六十四,1
版筑饭牛,1
牖中窥日,1
牙白口清,1
牙签万轴,1
牙签犀轴,1
牙签锦轴,1
牛不饮水强按头,1
牛听弹琴,1
牛头不对马面,1
牛星织女,1
牛毛茧丝,1
牛衣岁月,1
牛衣病卧,1
牛角之歌,1
牛角书生,1
牛蹄之涔,1
牛蹄之鱼,1
牛马布野,1
牛马生活,1
牛马襟裾,1
牛马风,1
牛骥共牢,1
牛鼎烹鸡,1
牝咮鸣辰,1
牝鸡之晨,1
牝鸡司旦,1
牝鸡无晨,1
牝鸡晨鸣,1
牝鸡牡鸣,1
牢不可解,1
牢甲利兵,1
物力艰难,1
物归旧主,1
物极将返,1
物极必返,1
物殷俗阜,1
物离乡贵,1
物类相感,1
物至则反,1
牵五挂四,1
牵合傅会,1
牵引附会,1
牵强附合,1
牵牛下井,1
牵物引类,1
牵经引礼,1
牵羊担酒,1
牵肠割肚,1
牵肠萦心,1
牵萝莫补,1
牵衣投辖,1
牵衣肘见,1
牵鬼上剑,1
特书大写,1
犀燃烛照,1
犁牛之子骍且角,1
犁牛骍角,1
犊鼻裈,1
犬兔俱毙,1
犬吠之盗,1
犬吠之警,1
犬牙差互,1
犬牙盘石,1
犬牙相临,1
犬牙相错,1
犬牙鹰爪,1
犬迹狐踪,1
犬马之养,1
犬马之决,1
犬马之年,1
犬马之疾,1
犬马恋主,1
犬马难,1
犯而勿校,1
犯颜敢谏,1
状貌不及中人,1
犹可违,1
狂三诈四,1
狂傲无知,1
狂呼雀跃,1
狂悖之言,1
狂情纵意,1
狂涛恶浪,1
狂犬吠日,1
狎而玩之,1
狎雉驯童,1
狐不二雄,1
狐借虎威,1
狐兔之悲,1
狐听之声,1
狐埋狐扬,1
狐奔鼠窜,1
狐媚惑主,1
狐媚魇道,1
狐藉虎威,1
狐虎之威,1
狐裘尨茸,1
狐裘蒙茸,1
狐鸣枭噪,1
狐鸣狗盗,1
狐鸣篝中,1
狐鸣篝火,1
狗不以善吠为良,1
狗偷鼠窃,1
狗傍人势,1
狗党狐朋,1
狗党狐群,1
狗口里生不出象牙,1
狗吠之警,1
狗吠非主,1
狗嘴吐不出象牙,1
狗头鼠脑,1
狗彘不食,1
狗心狗行,1
狗恶酒酸,1
狗撕猫咬,1
狗盗鸡啼,1
狗续侯冠,1
狗行狼心,1
狗马声色,1
狞髯张目,1
狡兔三穴,1
狡兔尽,1
狡兔死走狗烹,1
狩岳巡方,1
独出己见,1
独善一身,1
独善吾身,1
独异于人,1
独是独非,1
独木难撑大厦,1
独步当世,1
独步当时,1
独竖一帜,1
独茧抽丝,1
独行君子,1
独行特立,1
独行踽踽,1
独辟新界,1
独辟畦径,1
独马单枪,1
独鹤鸡群,1
狷介之士,1
狼前虎后,1
狼号鬼哭,1
狼吃幞头,1
狼吞虎餐,1
狼奔兔脱,1
狼奔鼠偷,1
狼奔鼠窜,1
狼子兽心,1
狼烟大话,1
狼猛蜂毒,1
狼突豕窜,1
狼突鸱张,1
狼羊同饲,1
狼艰狈蹶,1
狼贪鼠窃,1
狼顾虎视,1
狼顾鸢视,1
狼顾鸱张,1
狼顾鸱跱,1
狼飧虎咽,1
狼餐虎噬,1
猛以济宽,1
猛着先鞭,1
猛虎扑羊,1
猛虎深山,1
猛虎犹豫,1
猜枚行令,1
猢狲失树,1
猪突豨勇,1
猫噬鹦鹉,1
猬缩蠖屈,1
献勤讨好,1
献替可否,1
献芹之意,1
献芹献曝,1
猿啼鹤怨,1
猿鹤虫沙,1
玄圃积玉,1
玄妙无穷,1
玄辞冷语,1
率尔而对,1
率性任意,1
率马以骥,1
玉关人老,1
玉减香消,1
玉匣珠襦,1
玉圭金臬,1
玉堂人物,1
玉女于成,1
玉尺量才,1
玉惨花愁,1
玉想琼思,1
玉手纤纤,1
玉折兰摧,1
玉振金声,1
玉斧修月,1
玉柱擎天,1
玉楼赴召,1
玉楼金殿,1
玉毁椟中,1
玉润冰清,1
玉润珠圆,1
玉液金波,1
玉液金浆,1
玉清冰洁,1
玉琢成器,1
玉石俱摧,1
玉石俱碎,1
玉石同沉,1
玉石杂糅,1
玉石混淆,1
玉石皆碎,1
玉石相揉,1
玉砌雕栏,1
玉粒桂薪,1
玉质金相,1
玉走金飞,1
玉软香温,1
玉食锦衣,1
王室如毁,1
玩人丧德,1
玩兵黩武,1
玩岁愒时,1
玩岁愒月,1
玩日愒时,1
玩水游山,1
现世宝,1
现时报,1
玲珑八面,1
珊瑚在网,1
珍如拱璧,1
珍惜百物,1
珍而藏之,1
珍馐美馔,1
珠围翠拥,1
珠圆玉洁,1
珠宫贝阙,1
珠投璧抵,1
珠歌翠舞,1
珠泪暗弹,1
珠玑咳唾,1
珠璧联辉,1
珠盘玉敦,1
珠窗网户,1
珠箔银屏,1
珠翠之珍,1
珠翠罗绮,1
珠联玉映,1
珠规玉矩,1
珠零玉落,1
珠零锦粲,1
珪璋特达,1
班师得胜,1
班驳陆离,1
琅环福地,1
理冤摘伏,1
理正词直,1
琐尾流离,1
琥珀拾芥,1
琨玉秋霜,1
琪花玉树,1
琳琅珠玉,1
琴剑飘零,1
琴断朱弦,1
琴歌酒赋,1
琴瑟不和,1
琴瑟之乐,1
琴瑟和鸣,1
琴瑟调和,1
琴瑟静好,1
琵琶别弄,1
琼厨金穴,1
琼枝玉树,1
琼楼金阙,1
琼闺绣阁,1
瑜瑕互见,1
瑜百瑕一,1
瑞兽祥禽,1
瑰意奇行,1
瑶台琼室,1
瑶台银阙,1
瑶池女使,1
瑶草奇花,1
璇霄丹台,1
瓜李之嫌,1
瓜田之嫌,1
瓜蔓抄,1
瓦器蚌盘,1
瓦查尿溺,1
瓦解冰销,1
瓦解星散,1
瓮天之见,1
瓮天蠡海,1
瓮牖桑枢,1
瓮里醯鸡,1
瓶坠簪折,1
瓶罄罍耻,1
甄奇录异,1
甄心动惧,1
甘为戎首,1
甘冒虎口,1
甘就鼎镬,1
甘尽苦来,1
甘居下流,1
甘心如荠,1
甘心瞑目,1
甘心首疾,1
甘旨肥浓,1
甘棠遗爱,1
甘言媚词,1
甘言美语,1
甘雨随车,1
甘露法雨,1
甚器尘上,1
甜言密语,1
甜言美语,1
生不遇时,1
生众食寡,1
生关死劫,1
生别死离,1
生发未燥,1
生寄死归,1
生平大志,1
生情见景,1
生意尽矣,1
生杀与夺,1
生死人而肉白骨,1
生死骨肉,1
生生不断,1
生米作成熟饭,1
生米熟饭,1
生荣死哀,1
生面独开,1
生龙活现,1
用一当十,1
用人惟才,1
用兵之害,1
用其所短,1
用军一时,1
用天因地,1
用心竭力,1
用武之国,1
用舍行藏,1
用贤任能,1
用逸待劳,1
用钱如水,1
用非其人,1
田池射猎之乐,1
田父献曝,1
由奢入俭难,1
由来有自,1
电掣星驰,1
电流星散,1
电火行空,1
电照风行,1
男唱女随,1
男大须婚,1
男婚女聘,1
男来女往,1
男贪女爱,1
画地为狱,1
画地而趋,1
画脂镂冰,1
画虎类狗,1
画蛇著足,1
画龙画虎难画骨,1
畅叫扬疾,1
畎亩之中,1
畏影恶迹,1
留得青山在不怕没柴烧,1
畜妻养子,1
番来覆去,1
疏财重义,1
疑云满腹,1
疑似之间,1
疑则勿任,1
疑行无成,1
疗疮剜肉,1
疥癣之疾,1
疲癃残疾,1
疾世愤俗,1
疾之如仇,1
疾痛惨怛,1
疾足先得,1
疾雷不及塞耳,1
疾雷不及掩耳,1
疾风甚雨,1
疾风迅雷,1
病万变,1
病国病民,1
病在危笃,1
病民蛊国,1
痛之入骨,1
痛于骨髓,1
痛入心脾,1
痛失知音,1
痛心入骨,1
痛心切齿,1
痛心刻骨,1
痛心泣血,1
痛深恶绝,1
痛饮狂歌,1
痴儿呆女,1
痴心忘想,1
瘠人肥己,1
瘦眉窄骨,1
癞狗扶不上墙,1
登坛拜将,1
登车揽辔,1
登高作赋,1
登龙有术,1
白丁俗客,1
白云亲舍,1
白兔捣药,1
白刃可蹈,1
白华之怨,1
白发丹心,1
白发千丈,1
白发苍颜,1
白发青衫,1
白商素节,1
白字连篇,1
白屋之士,1
白屋出公卿,1
白屋寒门,1
白屋起家,1
白旄黄钺,1
白日青天,1
白昼做梦,1
白昼见鬼,1
白水真人,1
白沙在泥,1
白狗当灾,1
白白朱朱,1
白皮嫩肉,1
白眉赤眼,1
白草黄云,1
白蚁争穴,1
白蜡明经,1
白饭青刍,1
白首不渝,1
白首同归,1
白首空归,1
白马之盟,1
白马素车,1
白驹空谷,1
白鱼入舟,1
白龙鱼服,1
百万买宅,1
百丈竿头,1
百不一失,1
百不一存,1
百不一见,1
百不存一,1
百世不易,1
百世不磨,1
百世不祧,1
百了千当,1
百事不能,1
百二山河,1
百二河山,1
百代文宗,1
百伶百俐,1
百六阳九,1
百务羁身,1
百卉千葩,1
百城坐拥,1
百堵皆兴,1
百夫决拾,1
百姓有过,1
百子千孙,1
百尔君子,1
百尺竿头须进步,1
百巧千穷,1
百年之柄,1
百念灰冷,1
百思不得其故,1
百怪千奇,1
百无一二,1
百无是处,1
百星之明,1
百炼钢化为绕指柔,1
百结鹑衣,1
百绪繁生,1
百舌之声,1
百舍重茧,1
百舍重趼,1
百般巴结,1
百般称快,1
百药之长,1
百虑一致,1
百词莫辩,1
百里之才,1
百顺百依,1
百龄眉寿,1
皂白难分,1
皆归于海,1
皇皇不可终日,1
皓齿朱唇,1
皮焦肉烂,1
皮破肉烂,1
盈不可久,1
盈满之咎,1
盈盈带水,1
盈盈秋水,1
盈箱溢箧,1
盈箱累箧,1
盈车之鱼,1
益寿延龄,1
盎盂相击,1
盐梅相成,1
盖棺事定,1
盖棺论始定,1
盗名窃誉,1
盘桓终日,1
盛名天下,1
盛妆丽服,1
盛年不再,1
盛水不漏,1
盛筵易散,1
盟山誓海,1
目下十行,1
目不忍见,1
目不给赏,1
目不苟视,1
目乱睛迷,1
目交心通,1
目使颐令,1
目击心伤,1
目击道存,1
目别汇分,1
目动言肆,1
目如明星,1
目怔口呆,1
目挑心悦,1
目挑眉语,1
目擩耳染,1
目无三尺,1
目旷神怡,1
目明耳聪,1
目染耳濡,1
目治手营,1
目注心凝,1
目注心营,1
目濡耳染,1
目牛无全,1
目目相觑,1
目眢心忳,1
目眩心乱,1
目眩神夺,1
目睁口呆,1
目睫之论,1
目瞪口僵,1
目瞪口张,1
目瞪口歪,1
目瞪口结,1
目瞪心骇,1
目瞪舌彊,1
目瞪舌挢,1
目知眼见,1
目短于自见,1
目穷千里,1
目窕心与,1
目语额瞬,1
目达耳通,1
目酣神醉,1
盱衡厉色,1
盲人扪烛,1
盲人说象,1
盲风妒雨,1
盲风怪云,1
盲风晦雨,1
盲风暴雨,1
盲风涩雨,1
直内方外,1
直口无言,1
直如弦,1
直撞横冲,1
直朴无华,1
直眉怒目,1
直言正谏,1
相与一口,1
相体裁衣,1
相助为理,1
相呴相济,1
相因相生,1
相失交臂,1
相帅成风,1
相庄如宾,1
相得益影,1
相忘形骸,1
相惊伯有,1
相持不决,1
相视失色,1
相视莫逆,1
相逢狭路,1
相门有相,1
相隔天渊,1
相须相成,1
省刑薄敛,1
省身克己,1
眄视指使,1
眇小丈夫,1
眈眈逐逐,1
眉头一蹙,1
眉扬气吐,1
眉欢眼笑,1
眉眼如画,1
眉睫之祸,1
眉笑颜开,1
眉舒目展,1
眉高眼低,1
看事做事,1
看人下菜碟儿,1
看杀卫玠,1
看眼色行事,1
看财童子,1
看风行事,1
看风驶篷,1
真凶实犯,1
真情实爱,1
真独简贵,1
真赃实据,1
真赃实犯,1
真龙活现,1
眠花醉柳,1
眦裂发指,1
眷眷不忘,1
眷眷之心,1
眼不交睫,1
眼中无人,1
眼光如炬,1
眼光如电,1
眼光落地,1
眼斜心不正,1
眼明手捷,1
眼眶子浅,1
眼福不浅,1
眼花历乱,1
眼花头晕,1
眼里揉不下沙子,1
眼里说话,1
眼露杀气,1
眼馋肚饱,1
着地还钱,1
着有成效,1
睚眦之怨必报,1
睡长梦多,1
睥睨一世,1
睹始知终,1
睹著知微,1
睽违已久,1
瞋目切齿,1
瞋目张胆,1
瞋目案剑,1
瞋目而视,1
瞎子断匾,1
瞎灯灭火,1
瞑思苦想,1
瞒天大谎,1
瞪眼咋舌,1
瞻云就日,1
瞽目先生,1
瞽言妄举,1
矜功自伐,1
矢下如雨,1
矢人惟恐不伤人,1
矢尽兵穷,1
矢志不屈,1
矢无虚发,1
知人亦未易,1
知人则哲,1
知人善察,1
知人料事,1
知其白,1
知几其神,1
知名当世,1
知微知章,1
知心知意,1
知所适从,1
知新温故,1
知无不为,1
知无不尽,1
知而故犯,1
知荣守辱,1
知足知止,1
知非之年,1
矫世变俗,1
矫情立异,1
矫时慢物,1
矫枉过直,1
矫若惊龙,1
短吃少穿,1
短垣自逾,1
短见浅识,1
矮人看场,1
矮人看戏,1
矮人观场,1
矮子观场,1
石城汤池,1
石投大海,1
石泐海枯,1
石火光,1
石火风灯,1
石烂江枯,1
石缄金匮,1
石赤不夺,1
砂里淘金,1
砌红堆绿,1
研京练都,1
研机综微,1
研精极虑,1
研精殚力,1
研精殚思,1
研精毕智,1
研精究微,1
研精致思,1
研精钩深,1
研精阐微,1
研经铸史,1
砥廉峻隅,1
砥志研思,1
砥砺切磋,1
砥砺名节,1
砥砺德行,1
砥砺琢磨,1
砥节厉行,1
砥行立名,1
砥身砺行,1
砥锋挺锷,1
砭庸针俗,1
破产荡业,1
破卵倾巢,1
破国亡宗,1
破坚摧刚,1
破头烂额,1
破奸发伏,1
破家丧产,1
破家为国,1
破家县令,1
破家竭产,1
破家荡业,1
破屋更遭连夜雨,1
破山中贼易,1
破崖绝角,1
破心中贼难,1
破愁为笑,1
破斧缺斨,1
破柱求奸,1
破桐之叶,1
破死忘生,1
破浪乘风,1
破涕成笑,1
破琴绝弦,1
破瓜之年,1
破瓜年纪,1
破瓦颓垣,1
破私立公,1
破竹建瓴,1
破肝糜胃,1
破胆寒心,1
破脑刳心,1
破衣敝履,1
破衲疏羹,1
破觚斫雕,1
破釜焚舟,1
破镜重合,1
破镜难圆,1
砺世摩钝,1
砺山带河,1
砺岳盟河,1
砺戈秣马,1
础润知雨,1
硕人其颀,1
硕望宿德,1
硝云弹雨,1
确不可易,1
确乎其不可拔,1
确固不拔,1
确然不群,1
碌碌寡合,1
碌碌庸庸,1
碌碌无闻,1
碌碌终身,1
碍口识羞,1
碍手绊脚,1
碍难从命,1
碍难遵命,1
碎尸万断,1
碎心裂胆,1
碎玉零玑,1
碎瓦颓垣,1
碎身糜躯,1
碎首縻躯,1
碎骨粉尸,1
碧水苍天,1
碧水青天,1
碧玉小家,1
碧玉年华,1
碰得一鼻子灰,1
磊浪不羁,1
磊落豪横,1
磊落轶荡,1
磊落飒爽,1
磐石之固,1
磨不磷,1
磨形炼性,1
磨杵作针,1
磨牙凿齿,1
磨牙吮血,1
磨牙费嘴,1
磨盘两圆,1
磨砥刻厉,1
磨穿铁鞋,1
磨肩擦背,1
磨铅策蹇,1
礼为情貌,1
礼义生于富足,1
礼废乐崩,1
礼禁未然,1
礼让为国,1
礼轻义重,1
社来社去,1
社稷之器,1
社稷生民,1
社鼠城狐,1
祁奚之荐,1
祁寒酷暑,1
祖功宗德,1
祖武宗文,1
祖生之鞭,1
祖龙之虐,1
祛蠹除奸,1
祛邪消灾,1
祛风去湿,1
祝不胜诅,1
祝发文身,1
祝咽祝哽,1
祝鮀之佞,1
神不知鬼不晓,1
神丧气沮,1
神丧胆落,1
神人共愤,1
神仙一把抓,1
神会心融,1
神倦心疲,1
神光陆离,1
神出而鬼行,1
神到之笔,1
神功圣化,1
神区鬼奥,1
神号鬼泣,1
神嚎鬼哭,1
神头鬼脑,1
神奇腐朽,1
神奸巨猾,1
神安气定,1
神安气集,1
神工天巧,1
神工意匠,1
神工鬼力,1
神差鬼遣,1
神彩奕然,1
神往神来,1
神怒鬼怨,1
神怿气愉,1
神意自若,1
神抶电击,1
神摇目夺,1
神摇目眩,1
神机妙用,1
神机鬼械,1
神来气旺,1
神武挂冠,1
神气扬扬,1
神气自若,1
神流气鬯,1
神清气茂,1
神湛骨寒,1
神灭形消,1
神牵鬼制,1
神疲力尽,1
神短气浮,1
神竦心惕,1
神至之笔,1
神色不惊,1
神藏鬼伏,1
神融气泰,1
神观飞越,1
神谋魔道,1
神谟远算,1
神超形越,1
神输鬼运,1
神迷意夺,1
神逝魄夺,1
神郁气悴,1
神醉心往,1
神采英拔,1
神闲意定,1
神闲气静,1
神霄绛阙,1
神领意得,1
神领意造,1
神飞气扬,1
神飞色舞,1
神驰力困,1
神魂失据,1
神龙马壮,1
祥云瑞彩,1
祥云瑞气,1
祥风时雨,1
祭天金人,1
祲威盛容,1
祸中有福,1
祸乱生于所忽,1
祸枣灾梨,1
祸福之转,1
祸福同门,1
祸福相随,1
祸稔恶积,1
祸结兵连,1
祸近池鱼,1
祸迫眉睫,1
禁中颇牧,1
禁情割欲,1
禁攻寝兵,1
禁舍开塞,1
禁鼎一脔,1
禄不期侈,1
禅世雕龙,1
禅絮沾泥,1
福不盈眦,1
福国利民,1
禹娶涂山,1
禹惜寸阴,1
禹拜昌言,1
禹行舜趋,1
离坚合异,1
离娄之明,1
离山调虎,1
离本依末,1
离本徼末,1
离析涣奔,1
离经辨志,1
离魂倩女,1
离鸾别鹤,1
禾黍油油,1
秀外惠中,1
秀才人情半张纸,1
秀而不实,1
私智小慧,1
私欲熏心,1
私行察访,1
秉公持正,1
秉公而论,1
秉正无私,1
秋坟鬼唱,1
秋波微转,1
秋菊春兰,1
秋行夏令,1
秋霜烈日,1
秋非我秋,1
秋风团扇,1
秋风扫叶,1
秋高马肥,1
科头跣足,1
秤不离锤,1
秤平斗满,1
秤斤注两,1
秤薪而爨,1
秦关百二,1
秦晋之匹,1
秦晋之盟,1
秦晋之约,1
秦越肥瘠,1
积劳成病,1
积厚流光,1
积厚流广,1
积弊如山,1
积忧成疾,1
积恶余殃,1
积时累日,1
积案盈箱,1
积毁可销骨,1
积毁消骨,1
积水为海,1
积玉堆琼,1
积羽成舟,1
积草屯粮,1
积贮倍息,1
积重难反,1
称不绝口,1
称体裁衣,1
称功颂德,1
称帝称王,1
称德度功,1
称柴而爨,1
称物平施,1
称王道霸,1
称贤荐能,1
称雨道晴,1
移天易日,1
移宫换羽,1
移山跨海,1
移船就岸,1
秽德彰闻,1
稀世之才,1
程婴杵臼,1
稗官野乘,1
稚子候门,1
稷蜂社鼠,1
穆如清风,1
穰穰满家,1
穷不失义,1
穷乡僻处,1
穷儿暴富,1
穷凶极逆,1
穷大失居,1
穷天极地,1
穷居野处,1
穷年累世,1
穷形尽致,1
穷态极妍,1
穷思极想,1
穷愁无聊,1
穷愁著书,1
穷搜博采,1
穷无所归,1
穷村僻壤,1
穷猿投林,1
穷老尽气,1
穷途末日,1
穷途落魄,1
穷通有命,1
穷酸饿醋,1
穷闾阨巷,1
穷陬僻壤,1
空心大老倌,1
空心大老官,1
空心架子,1
空惹一身膻,1
空拳赤手,1
空有其表,1
空花泡影,1
空言求璧,1
空谈无补,1
空谷之音,1
空谷佳人,1
空费词说,1
穿井得人,1
穿凿傅会,1
穿堂入户,1
穿街串巷,1
突不得黔,1
突兀不安,1
窃据要津,1
窃据要职,1
窃钩窃国,1
窘迫万分,1
窝火憋气,1
窥牖小儿,1
窥窃神器,1
立功自效,1
立意遣词,1
立眉立眼,1
立谈之间,1
竟达空函,1
童男处女,1
竭力尽心,1
竭诚以待,1
竹报三多,1
竹林之游,1
竹马之友,1
竹马之好,1
竹马青梅,1
笃志好学,1
笑傲风月,1
笑靥常开,1
笑骂由你,1
笔底生花,1
笔惊风雨,1
笔耕为生,1
笔耕砚田,1
笔重千钧,1
笙歌彻夜,1
笙簧盈耳,1
笨嘴拙腮,1
笨拙伎俩,1
等情据此,1
筋疲力倦,1
筑坛拜将,1
策杖而行,1
筚路褴褛,1
筚门圭窦,1
筚门圭窬,1
筚门闺窦,1
简在帝心,1
简而无傲,1
箕山之志,1
箕风毕雨,1
管鲍之谊,1
箪瓢之乐,1
箪食豆羹,1
箭穿雁嘴,1
篡权复辟,1
篱牢犬不入,1
簧暖笙清,1
米已成炊,1
米已成饭,1
米烂成仓,1
米盐琐屑,1
类是而非,1
类聚群分,1
粉面朱唇,1
粉香脂腻,1
粗心浮气,1
粗袍粝食,1
粗言恶语,1
粟红贯朽,1
粢粝之食,1
粤若稽古,1
粲然大备,1
粲然成章,1
粲然若写,1
粲花之舌,1
粹白之裘,1
精义入神,1
精卫衔石,1
精心励志,1
精神抖搂,1
精进不休,1
精采秀发,1
糖衣毒药,1
糜饷劳师,1
糟糠不厌,1
糟糠不饱,1
系铃解铃,1
素不素,1
素衣白马,1
索尽枯肠,1
索隐行怪,1
紫玉成烟,1
紫电青霜,1
紫袍金带,1
累万盈千,1
累教不改,1
累月成年,1
累牍连篇,1
絮絮答答,1
絮絮聒聒,1
絺句绘章,1
綦谿利跂,1
繁刑重敛,1
繁华胜地,1
繁枝细节,1
纡朱怀金,1
红到发紫,1
红叶为媒,1
红尘万丈,1
红情绿意,1
红日三竿,1
红杏尚书,1
红粉赠佳人,1
红颜绿鬓,1
纤纤弱质,1
纨膏粱,1
纱帽笼头,1
纳垢藏污,1
纵情恣欲,1
纵情酒色,1
纵敌患生,1
纶巾羽扇,1
纶音圣旨,1
纷纭杂沓,1
纷纭聚讼,1
纸贵洛阳,1
练出功夫,1
练达老成,1
细入毫芒,1
细味品尝,1
细雨斜风,1
终人之事,1
终则有始,1
终始不渝,1
终无了局,1
终日不倦,1
终日终夜,1
终身不齿,1
终身之忧,1
终非池中物,1
绊绊坷坷,1
绍其余绪,1
经官动府,1
经岁之储,1
经济之才,1
经纶济世,1
结习未尽,1
结绳之政,1
绕梁之音,1
绕膝承欢,1
给你鼻子,1
绛灌无文,1
绝不稀罕,1
绝世出尘,1
绝世独立,1
绝世超伦,1
绝伦超群,1
绝伦逸群,1
绝后光前,1
绝渡逢舟,1
绝甘分少,1
绝裾径去,1
绣口锦心,1
绨袍之赠,1
绩学之士,1
绮年玉貌,1
绰然有余,1
绳枢瓮牖,1
绳趋矩步,1
绵亘蜿蜒,1
绵力薄材,1
绵言细语,1
绸缪束薪,1
绿叶成阴,1
绿叶成阴子满枝,1
绿女红男,1
绿暗红稀,1
绿林强盗,1
绿蓑青笠,1
缄口如瓶,1
缌麻之亲,1
缓急相济,1
缓步当车,1
缘情绮靡,1
缙绅之士,1
缠绵凄恻,1
缠绵床笫,1
缠绵缱绻,1
缠绵蕴藉,1
缥缈虚无,1
缧绁之中,1
缧绁之苦,1
缺吃短穿,1
罍之耻,1
网目不疏,1
罔知所措,1
罗致人才,1
罗钳吉网,1
罗雀掘鼠,1
罚不责众,1
罚依金谷,1
罚弗及嗣,1
罢于奔命,1
罢兵媾和,1
